<<<<<<< HEAD
state,district,year_month,monthly_updates,avg_youth_ratio,rolling_6m_avg,migration_spike_score,spike_flag
Andhra Pradesh,Adilabad,2025-09,4272,0.06553010891421163,3964.0,1.0776992936427852,NORMAL
Andhra Pradesh,Adilabad,2025-10,3835,0.111135901968138,3921.0,0.9780668196888549,NORMAL
Andhra Pradesh,Adilabad,2025-11,5518,0.14103865065697382,4320.25,1.2772409004108558,NORMAL
Andhra Pradesh,Adilabad,2025-12,5131,0.0962539207432284,4482.4,1.1446992682491524,NORMAL
Andhra Pradesh,Alluri Sitharama Raju,2025-03,4001,0.10303092291919934,4001.0,1.0,NORMAL
Andhra Pradesh,Alluri Sitharama Raju,2025-06,167,0.1736526946107784,2084.0,0.08013435700575816,NORMAL
Andhra Pradesh,Alluri Sitharama Raju,2025-09,1262,0.13393548728690405,1810.0,0.6972375690607735,NORMAL
Andhra Pradesh,Alluri Sitharama Raju,2025-10,1175,0.1416678025090585,1651.25,0.7115821347464042,NORMAL
Andhra Pradesh,Alluri Sitharama Raju,2025-11,1652,0.13519980719498043,1651.4,1.0003633280852609,NORMAL
Andhra Pradesh,Alluri Sitharama Raju,2025-12,1701,0.13726384649824802,1659.6666666666667,1.024904599317132,NORMAL
Andhra Pradesh,Anakapalli,2025-03,2340,0.12886614889804068,2340.0,1.0,NORMAL
Andhra Pradesh,Anakapalli,2025-06,291,0.1615120274914089,1315.5,0.22120866590649943,NORMAL
Andhra Pradesh,Anakapalli,2025-07,278,0.1510791366906475,969.6666666666666,0.286696459264352,NORMAL
Andhra Pradesh,Anakapalli,2025-09,1216,0.08672834393497658,1031.25,1.179151515151515,NORMAL
Andhra Pradesh,Anakapalli,2025-10,1071,0.16246655009408045,1039.2,1.0306004618937643,NORMAL
Andhra Pradesh,Anakapalli,2025-11,1549,0.16411666418822907,1124.1666666666667,1.3779095626389917,NORMAL
Andhra Pradesh,Anakapalli,2025-12,2839,0.1056300679996332,1207.3333333333333,2.3514632799558255,HIGH_SPIKE
Andhra Pradesh,Anantapur,2025-03,13677,0.05504035035540491,13677.0,1.0,NORMAL
Andhra Pradesh,Anantapur,2025-06,593,0.0455311973018549,7135.0,0.0831114225648213,NORMAL
Andhra Pradesh,Anantapur,2025-09,6776,0.08759864446957985,7015.333333333333,0.9658842535398651,NORMAL
Andhra Pradesh,Anantapur,2025-10,7371,0.19995723210428926,7104.25,1.0375479466516522,NORMAL
Andhra Pradesh,Anantapur,2025-11,10284,0.242768728653641,7740.2,1.3286478385571432,NORMAL
Andhra Pradesh,Anantapur,2025-12,10787,0.15094450081802344,8248.0,1.3078322017458779,NORMAL
Andhra Pradesh,Ananthapur,2025-03,6720,0.26448429749382757,6720.0,1.0,NORMAL
Andhra Pradesh,Ananthapur,2025-09,2266,0.14450657129863292,4493.0,0.5043400845760071,NORMAL
Andhra Pradesh,Ananthapur,2025-10,3566,0.38399158344747375,4184.0,0.8522944550669216,NORMAL
Andhra Pradesh,Ananthapur,2025-11,4760,0.41598144387217306,4328.0,1.099815157116451,NORMAL
Andhra Pradesh,Ananthapur,2025-12,4701,0.32403866144279736,4402.6,1.0677781311043473,NORMAL
Andhra Pradesh,Ananthapuramu,2025-03,7110,0.26580879107711275,7110.0,1.0,NORMAL
Andhra Pradesh,Ananthapuramu,2025-04,1735,0.23355507795681849,4422.5,0.392312040700961,NORMAL
Andhra Pradesh,Ananthapuramu,2025-05,3883,0.23072228969062444,4242.666666666667,0.9152262727844123,NORMAL
Andhra Pradesh,Ananthapuramu,2025-06,3333,0.2182474867589191,4015.25,0.8300852997945334,NORMAL
Andhra Pradesh,Ananthapuramu,2025-07,3588,0.17518346202135138,3929.8,0.9130235635401293,NORMAL
Andhra Pradesh,Ananthapuramu,2025-09,2916,0.14376551374312374,3760.8333333333335,0.7753600709062708,NORMAL
Andhra Pradesh,Ananthapuramu,2025-10,3373,0.23654570251770246,3138.0,1.0748884639898024,NORMAL
Andhra Pradesh,Ananthapuramu,2025-11,4899,0.26556209858984847,3665.3333333333335,1.3365769370680247,NORMAL
Andhra Pradesh,Ananthapuramu,2025-12,6800,0.20303002846155255,4151.5,1.6379621823437311,HIGH_SPIKE
Andhra Pradesh,Annamayya,2025-03,2765,0.1565453318378323,2765.0,1.0,NORMAL
Andhra Pradesh,Annamayya,2025-04,1010,0.1554455445544554,1887.5,0.5350993377483444,NORMAL
Andhra Pradesh,Annamayya,2025-05,3944,0.18635676152826736,2573.0,1.5328410415856977,HIGH_SPIKE
Andhra Pradesh,Annamayya,2025-06,3604,0.23690204425118142,2830.75,1.2731608231034177,NORMAL
Andhra Pradesh,Annamayya,2025-07,2680,0.18757888428920594,2800.6,0.9569377990430622,NORMAL
Andhra Pradesh,Annamayya,2025-09,1849,0.10418206002238925,2642.0,0.6998485995457986,NORMAL
Andhra Pradesh,Annamayya,2025-10,1684,0.15123775384738916,2461.8333333333335,0.6840430573420891,NORMAL
Andhra Pradesh,Annamayya,2025-11,2641,0.15256036154254693,2733.6666666666665,0.9661016949152543,NORMAL
Andhra Pradesh,Annamayya,2025-12,3546,0.12186626240358253,2667.3333333333335,1.3294176455886029,NORMAL
Andhra Pradesh,Bapatla,2025-03,1450,0.1310549564865371,1450.0,1.0,NORMAL
Andhra Pradesh,Bapatla,2025-05,777,0.15387490821707495,1113.5,0.6977997305792546,NORMAL
Andhra Pradesh,Bapatla,2025-06,781,0.1873327298488665,1002.6666666666666,0.7789228723404256,NORMAL
Andhra Pradesh,Bapatla,2025-07,669,0.16647424267414368,919.25,0.7277672015229807,NORMAL
Andhra Pradesh,Bapatla,2025-09,1255,0.11138313380960439,986.4,1.2723033252230334,NORMAL
Andhra Pradesh,Bapatla,2025-10,888,0.1641132935877254,970.0,0.9154639175257732,NORMAL
Andhra Pradesh,Bapatla,2025-11,1549,0.16999219040763158,986.5,1.5701976685250887,HIGH_SPIKE
Andhra Pradesh,Bapatla,2025-12,2122,0.12873086631688987,1210.6666666666667,1.7527533039647576,HIGH_SPIKE
Andhra Pradesh,Chittoor,2025-03,29105,0.09181314526264182,29105.0,1.0,NORMAL
Andhra Pradesh,Chittoor,2025-04,1328,0.1694277108433735,15216.5,0.08727368317287156,NORMAL
Andhra Pradesh,Chittoor,2025-05,10248,0.16802443352171223,13560.333333333334,0.7557336348663996,NORMAL
Andhra Pradesh,Chittoor,2025-06,7177,0.1756531549503723,11964.5,0.5998579129926032,NORMAL
Andhra Pradesh,Chittoor,2025-07,6893,0.13994528985202542,10950.2,0.6294862194297821,NORMAL
Andhra Pradesh,Chittoor,2025-09,12677,0.09920959518248829,11238.0,1.1280476953194518,NORMAL
Andhra Pradesh,Chittoor,2025-10,11433,0.23948557428742007,8292.666666666666,1.378687997427446,NORMAL
Andhra Pradesh,Chittoor,2025-11,18763,0.2578471982454434,11198.5,1.6754922534267982,HIGH_SPIKE
Andhra Pradesh,Chittoor,2025-12,20582,0.16765246318978855,12920.833333333334,1.5929313124798452,HIGH_SPIKE
Andhra Pradesh,Cuddapah,2025-03,14744,0.09811610014018943,14744.0,1.0,NORMAL
Andhra Pradesh,Cuddapah,2025-05,644,0.11751069145107329,7694.0,0.08370158565115675,NORMAL
Andhra Pradesh,Cuddapah,2025-06,2030,0.16413109294580686,5806.0,0.3496383052015157,NORMAL
Andhra Pradesh,Cuddapah,2025-07,831,0.0818291215403128,4562.25,0.18214696695709354,NORMAL
Andhra Pradesh,Cuddapah,2025-09,8347,0.09375503362745627,5319.2,1.5692209354790194,HIGH_SPIKE
Andhra Pradesh,Cuddapah,2025-10,9521,0.157681203327615,6019.5,1.581692831630534,HIGH_SPIKE
Andhra Pradesh,Cuddapah,2025-11,12376,0.20443492707823915,5624.833333333333,2.200242970162079,HIGH_SPIKE
Andhra Pradesh,Cuddapah,2025-12,13145,0.1407512305255632,7708.333333333333,1.7052972972972973,HIGH_SPIKE
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03,1656,0.11862706339164832,1656.0,1.0,NORMAL
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-05,512,0.12518768768768765,1084.0,0.47232472324723246,NORMAL
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06,583,0.14716981132075468,917.0,0.6357688113413305,NORMAL
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-07,231,0.1212121212121212,745.5,0.30985915492957744,NORMAL
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09,1591,0.08535805221956301,914.6,1.7395582768423354,HIGH_SPIKE
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10,1197,0.17036292864724237,961.6666666666666,1.2447140381282495,NORMAL
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11,1907,0.14584957706504667,1003.5,1.9003487792725462,HIGH_SPIKE
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12,2608,0.12202540287690432,1352.8333333333333,1.92780583959591,HIGH_SPIKE
Andhra Pradesh,East Godavari,2025-03,28387,0.08409797113713041,28387.0,1.0,NORMAL
Andhra Pradesh,East Godavari,2025-04,1855,0.1024258760107816,15121.0,0.12267707162224721,NORMAL
Andhra Pradesh,East Godavari,2025-05,5210,0.14290873557535347,11817.333333333334,0.44087780661175674,NORMAL
Andhra Pradesh,East Godavari,2025-06,4040,0.15026631163532161,9873.0,0.40919679935176745,NORMAL
Andhra Pradesh,East Godavari,2025-07,2073,0.1022672455378678,8313.0,0.24936845904005775,NORMAL
Andhra Pradesh,East Godavari,2025-09,15110,0.08633734308092655,9445.833333333334,1.5996471107190118,HIGH_SPIKE
Andhra Pradesh,East Godavari,2025-10,12123,0.19314326872884477,6735.166666666667,1.799955457672416,HIGH_SPIKE
Andhra Pradesh,East Godavari,2025-11,17726,0.1746151905480244,9380.333333333334,1.8896983049642868,HIGH_SPIKE
Andhra Pradesh,East Godavari,2025-12,22768,0.13095201002223603,12306.666666666666,1.8500541711809317,HIGH_SPIKE
Andhra Pradesh,Eluru,2025-03,2055,0.09947022601183354,2055.0,1.0,NORMAL
Andhra Pradesh,Eluru,2025-05,378,0.156084656084656,1216.5,0.31072749691738594,NORMAL
Andhra Pradesh,Eluru,2025-06,1097,0.1883806719996013,1176.6666666666667,0.9322946175637393,NORMAL
Andhra Pradesh,Eluru,2025-09,2002,0.09693049654101651,1383.0,1.4475777295733911,NORMAL
Andhra Pradesh,Eluru,2025-10,1831,0.16787609671609047,1472.6,1.2433790574494092,NORMAL
Andhra Pradesh,Eluru,2025-11,2489,0.1289816443788344,1642.0,1.5158343483556638,HIGH_SPIKE
Andhra Pradesh,Eluru,2025-12,3176,0.11171008852272558,1828.8333333333333,1.736626264467329,HIGH_SPIKE
Andhra Pradesh,Guntur,2025-03,31259,0.0731071298416398,31259.0,1.0,NORMAL
Andhra Pradesh,Guntur,2025-04,4393,0.1051335885581838,17826.0,0.24643778750140244,NORMAL
Andhra Pradesh,Guntur,2025-05,7896,0.13408158594124536,14516.0,0.5439515017911271,NORMAL
Andhra Pradesh,Guntur,2025-06,8217,0.15560520626889954,12941.25,0.6349463923500435,NORMAL
Andhra Pradesh,Guntur,2025-07,4656,0.11687842200782893,11284.2,0.4126123251980645,NORMAL
Andhra Pradesh,Guntur,2025-09,14742,0.07934269936175097,11860.5,1.2429492854432782,NORMAL
Andhra Pradesh,Guntur,2025-10,12794,0.1910845674566537,8783.0,1.4566776727769555,NORMAL
Andhra Pradesh,Guntur,2025-11,18675,0.20270140985749352,11163.333333333334,1.6728874290833085,HIGH_SPIKE
Andhra Pradesh,Guntur,2025-12,21693,0.13686917075496335,13462.833333333334,1.6113250058803867,HIGH_SPIKE
Andhra Pradesh,Hyderabad,2025-03,5025,0.11087112386671256,5025.0,1.0,NORMAL
Andhra Pradesh,Hyderabad,2025-09,4239,0.09784625545772427,4632.0,0.9151554404145078,NORMAL
Andhra Pradesh,Hyderabad,2025-10,3586,0.15532008174951129,4283.333333333333,0.8371984435797666,NORMAL
Andhra Pradesh,Hyderabad,2025-11,6359,0.18573312439328574,4802.25,1.3241709615284503,NORMAL
Andhra Pradesh,Hyderabad,2025-12,7469,0.1016243218654808,5335.6,1.3998425669090635,NORMAL
Andhra Pradesh,K.V. Rangareddy,2025-09,33,0.08333333333333333,33.0,1.0,NORMAL
Andhra Pradesh,K.V. Rangareddy,2025-10,26,0.20833333333333334,29.5,0.8813559322033898,NORMAL
Andhra Pradesh,K.V. Rangareddy,2025-11,28,0.21428571428571427,29.0,0.9655172413793104,NORMAL
Andhra Pradesh,K.V. Rangareddy,2025-12,31,0.15517241379310345,29.5,1.0508474576271187,NORMAL
Andhra Pradesh,K.V.Rangareddy,2025-09,94,0.06164383561643835,94.0,1.0,NORMAL
Andhra Pradesh,K.V.Rangareddy,2025-10,73,0.06666666666666667,83.5,0.874251497005988,NORMAL
Andhra Pradesh,K.V.Rangareddy,2025-11,114,0.17078651685393256,93.66666666666667,1.2170818505338077,NORMAL
Andhra Pradesh,K.V.Rangareddy,2025-12,111,0.059259259259259255,98.0,1.1326530612244898,NORMAL
Andhra Pradesh,Kakinada,2025-03,4538,0.1298413425360207,4538.0,1.0,NORMAL
Andhra Pradesh,Kakinada,2025-05,2277,0.12393796812446084,3407.5,0.6682318415260455,NORMAL
Andhra Pradesh,Kakinada,2025-06,1513,0.1614271119716174,2776.0,0.545028818443804,NORMAL
Andhra Pradesh,Kakinada,2025-07,1058,0.14817094114953056,2346.5,0.450884295759642,NORMAL
Andhra Pradesh,Kakinada,2025-09,2515,0.09137680528507305,2380.2,1.0566338963112345,NORMAL
Andhra Pradesh,Kakinada,2025-10,1773,0.15795924935372113,2279.0,0.7779727950855638,NORMAL
Andhra Pradesh,Kakinada,2025-11,2707,0.14599998958277016,1973.8333333333333,1.3714430465253737,NORMAL
Andhra Pradesh,Kakinada,2025-12,4010,0.10724864972189906,2262.6666666666665,1.77224513847967,HIGH_SPIKE
Andhra Pradesh,Karim Nagar,2025-09,167,0.03498349834983498,167.0,1.0,NORMAL
Andhra Pradesh,Karim Nagar,2025-10,148,0.09659090909090909,157.5,0.9396825396825397,NORMAL
Andhra Pradesh,Karim Nagar,2025-11,238,0.12093784078516903,184.33333333333334,1.2911392405063291,NORMAL
Andhra Pradesh,Karim Nagar,2025-12,300,0.045973154362416106,213.25,1.4067995310668229,NORMAL
Andhra Pradesh,Karimnagar,2025-03,623,0.12418595491437061,623.0,1.0,NORMAL
Andhra Pradesh,Karimnagar,2025-09,1721,0.07015980085120051,1172.0,1.4684300341296928,NORMAL
Andhra Pradesh,Karimnagar,2025-10,1303,0.12171418726767953,1215.6666666666667,1.071839868384974,NORMAL
Andhra Pradesh,Karimnagar,2025-11,1999,0.1479329431408063,1411.5,1.4162238753099539,NORMAL
Andhra Pradesh,Karimnagar,2025-12,2200,0.07148202627414574,1569.2,1.4019882742798877,NORMAL
Andhra Pradesh,Khammam,2025-03,4157,0.08073236518574177,4157.0,1.0,NORMAL
Andhra Pradesh,Khammam,2025-09,3991,0.11508383711982237,4074.0,0.9796269023073146,NORMAL
Andhra Pradesh,Khammam,2025-10,4387,0.1985953350843581,4178.333333333333,1.0499401675309135,NORMAL
Andhra Pradesh,Khammam,2025-11,5726,0.2332226302337329,4565.25,1.2542577076830403,NORMAL
Andhra Pradesh,Khammam,2025-12,5922,0.12197883762167763,4836.6,1.224413844436174,NORMAL
Andhra Pradesh,Krishna,2025-03,17145,0.0759854654813012,17145.0,1.0,NORMAL
Andhra Pradesh,Krishna,2025-04,548,0.114963503649635,8846.5,0.06194540213643814,NORMAL
Andhra Pradesh,Krishna,2025-05,6070,0.12427291327835772,7921.0,0.7663173841686656,NORMAL
Andhra Pradesh,Krishna,2025-06,1928,0.13971735758950102,6422.75,0.30018294344322916,NORMAL
Andhra Pradesh,Krishna,2025-07,948,0.1065400843881856,5327.8,0.17793460715492324,NORMAL
Andhra Pradesh,Krishna,2025-09,12969,0.08689138403072458,6601.333333333333,1.9646031104827308,HIGH_SPIKE
Andhra Pradesh,Krishna,2025-10,9344,0.18663282801069278,5301.166666666667,1.7626308674191216,HIGH_SPIKE
Andhra Pradesh,Krishna,2025-11,14474,0.17546642553848535,7622.166666666667,1.8989351234338443,HIGH_SPIKE
Andhra Pradesh,Krishna,2025-12,16862,0.1293444825527852,9420.833333333334,1.7898628925254312,HIGH_SPIKE
Andhra Pradesh,Kurnool,2025-03,26220,0.1008422695507739,26220.0,1.0,NORMAL
Andhra Pradesh,Kurnool,2025-04,6202,0.14476410661324066,16211.0,0.38257972981308985,NORMAL
Andhra Pradesh,Kurnool,2025-05,12001,0.17695917138200698,14807.666666666666,0.810458546248565,NORMAL
Andhra Pradesh,Kurnool,2025-06,10494,0.18207910368768004,13729.25,0.7643534788863193,NORMAL
Andhra Pradesh,Kurnool,2025-07,9189,0.15959270374699439,12821.2,0.7167035846878607,NORMAL
Andhra Pradesh,Kurnool,2025-09,11482,0.10965978265049642,12598.0,0.9114145102397206,NORMAL
Andhra Pradesh,Kurnool,2025-10,11358,0.19191447263868633,10121.0,1.1222211243948226,NORMAL
Andhra Pradesh,Kurnool,2025-11,17946,0.24019043453075137,12078.333333333334,1.4858010211121844,NORMAL
Andhra Pradesh,Kurnool,2025-12,20363,0.18962364146822286,13472.0,1.5115053444180522,HIGH_SPIKE
Andhra Pradesh,Mahabub Nagar,2025-03,105,0.1238095238095238,105.0,1.0,NORMAL
Andhra Pradesh,Mahabub Nagar,2025-09,2538,0.030256121096457228,1321.5,1.920544835414302,HIGH_SPIKE
Andhra Pradesh,Mahabub Nagar,2025-10,1840,0.03517991017991018,1494.3333333333333,1.2313183136292662,NORMAL
Andhra Pradesh,Mahabub Nagar,2025-11,2567,0.06795815028448132,1762.5,1.4564539007092199,NORMAL
Andhra Pradesh,Mahabub Nagar,2025-12,2534,0.033555628230992306,1916.8,1.3219949916527547,NORMAL
Andhra Pradesh,Mahabubnagar,2025-09,11,0.0,11.0,1.0,NORMAL
Andhra Pradesh,Mahabubnagar,2025-10,15,0.17857142857142858,13.0,1.1538461538461537,NORMAL
Andhra Pradesh,Mahabubnagar,2025-11,17,0.28125,14.333333333333334,1.1860465116279069,NORMAL
Andhra Pradesh,Mahabubnagar,2025-12,23,0.08695652173913043,16.5,1.393939393939394,NORMAL
Andhra Pradesh,Mahbubnagar,2025-03,1110,0.13669425152183556,1110.0,1.0,NORMAL
Andhra Pradesh,Mahbubnagar,2025-09,1600,0.06248007907125554,1355.0,1.1808118081180812,NORMAL
Andhra Pradesh,Mahbubnagar,2025-10,1302,0.10788301790633374,1337.3333333333333,0.97357926221336,NORMAL
Andhra Pradesh,Mahbubnagar,2025-11,1911,0.1376873270988617,1480.75,1.2905622150937026,NORMAL
Andhra Pradesh,Mahbubnagar,2025-12,1682,0.0818494752777124,1521.0,1.1058514135437212,NORMAL
Andhra Pradesh,Medak,2025-03,1195,0.1403190385080363,1195.0,1.0,NORMAL
Andhra Pradesh,Medak,2025-09,1842,0.0898747156322914,1518.5,1.2130391834046756,NORMAL
Andhra Pradesh,Medak,2025-10,1547,0.16869167246074954,1528.0,1.012434554973822,NORMAL
Andhra Pradesh,Medak,2025-11,2700,0.16895678476900794,1821.0,1.4827018121911038,NORMAL
Andhra Pradesh,Medak,2025-12,2544,0.10970936986380884,1965.6,1.2942612942612943,NORMAL
Andhra Pradesh,N. T. R,2025-03,5417,0.09941128342707196,5417.0,1.0,NORMAL
Andhra Pradesh,N. T. R,2025-05,3171,0.12794712584462467,4294.0,0.7384722869119702,NORMAL
Andhra Pradesh,N. T. R,2025-06,2224,0.1692462990702031,3604.0,0.6170921198668147,NORMAL
Andhra Pradesh,N. T. R,2025-07,1573,0.1176404022115167,3096.25,0.5080339119903109,NORMAL
Andhra Pradesh,N. T. R,2025-09,3254,0.09062060740037234,3127.8,1.040347848327898,NORMAL
Andhra Pradesh,N. T. R,2025-10,2220,0.15478034532191073,2976.5,0.7458424323870317,NORMAL
Andhra Pradesh,N. T. R,2025-11,3793,0.13500006617733903,2705.8333333333335,1.4017862642439174,NORMAL
Andhra Pradesh,N. T. R,2025-12,4840,0.11176716683554314,2984.0,1.6219839142091153,HIGH_SPIKE
Andhra Pradesh,Nalgonda,2025-03,1616,0.06998063506451484,1616.0,1.0,NORMAL
Andhra Pradesh,Nalgonda,2025-09,4803,0.035372361900657644,3209.5,1.4964947811185543,NORMAL
Andhra Pradesh,Nalgonda,2025-10,4270,0.0638507071480203,3563.0,1.1984282907662083,NORMAL
Andhra Pradesh,Nalgonda,2025-11,6514,0.09130964754441784,4300.75,1.5146195431029472,HIGH_SPIKE
Andhra Pradesh,Nalgonda,2025-12,5251,0.05437742430058669,4490.8,1.1692794156943083,NORMAL
Andhra Pradesh,Nandyal,2025-03,2114,0.14062290396393412,2114.0,1.0,NORMAL
Andhra Pradesh,Nandyal,2025-04,558,0.1505376344086021,1336.0,0.4176646706586826,NORMAL
Andhra Pradesh,Nandyal,2025-05,2685,0.15863521794881913,1785.6666666666667,1.5036400970692552,HIGH_SPIKE
Andhra Pradesh,Nandyal,2025-06,3006,0.2051772925244104,2090.75,1.4377615688150185,NORMAL
Andhra Pradesh,Nandyal,2025-07,2801,0.19784261162271036,2232.8,1.2544786814761733,NORMAL
Andhra Pradesh,Nandyal,2025-09,1453,0.11351986589218166,2102.8333333333335,0.6909724974241103,NORMAL
Andhra Pradesh,Nandyal,2025-10,1400,0.15863409575550247,1983.8333333333333,0.7057044442577501,NORMAL
Andhra Pradesh,Nandyal,2025-11,2279,0.2033995608840025,2270.6666666666665,1.0036699941280094,NORMAL
Andhra Pradesh,Nandyal,2025-12,2775,0.15873295100721593,2285.6666666666665,1.214087793495698,NORMAL
Andhra Pradesh,Nellore,2025-03,11787,0.05797807915740707,11787.0,1.0,NORMAL
Andhra Pradesh,Nellore,2025-09,8696,0.08819773893005962,10241.5,0.8490943709417565,NORMAL
Andhra Pradesh,Nellore,2025-10,6758,0.14300924704167867,9080.333333333334,0.74424580595426,NORMAL
Andhra Pradesh,Nellore,2025-11,12047,0.1694704632819648,9822.0,1.226532274485848,NORMAL
Andhra Pradesh,Nellore,2025-12,11099,0.13226242933261328,10077.4,1.1013753547542025,NORMAL
Andhra Pradesh,Nizamabad,2025-03,328,0.11709170682022955,328.0,1.0,NORMAL
Andhra Pradesh,Nizamabad,2025-09,784,0.10499252731395589,556.0,1.410071942446043,NORMAL
Andhra Pradesh,Nizamabad,2025-10,673,0.14445180669670465,595.0,1.13109243697479,NORMAL
Andhra Pradesh,Nizamabad,2025-11,1205,0.21028760987271844,747.5,1.6120401337792643,HIGH_SPIKE
Andhra Pradesh,Nizamabad,2025-12,1091,0.1425202094413281,816.2,1.3366821857387894,NORMAL
Andhra Pradesh,Palnadu,2025-03,2365,0.12492494485413654,2365.0,1.0,NORMAL
Andhra Pradesh,Palnadu,2025-05,2381,0.15555263661799332,2373.0,1.0033712600084281,NORMAL
Andhra Pradesh,Palnadu,2025-06,2983,0.19163477509201132,2576.3333333333335,1.1578470694785872,NORMAL
Andhra Pradesh,Palnadu,2025-07,1525,0.15428134454788422,2313.5,0.6591744110654852,NORMAL
Andhra Pradesh,Palnadu,2025-09,1718,0.10180272943430838,2194.4,0.7829019321910317,NORMAL
Andhra Pradesh,Palnadu,2025-10,1388,0.18532217576035862,2060.0,0.6737864077669903,NORMAL
Andhra Pradesh,Palnadu,2025-11,2272,0.16341304605915286,2044.5,1.1112741501589631,NORMAL
Andhra Pradesh,Palnadu,2025-12,2978,0.13429641035002118,2144.0,1.3889925373134329,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-03,1428,0.11606169748311676,1428.0,1.0,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-05,350,0.16376811594202895,889.0,0.3937007874015748,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-06,206,0.1796116504854369,661.3333333333334,0.31149193548387094,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-07,190,0.1842105263157894,543.5,0.34958601655933763,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-09,792,0.09236768391567153,593.2,1.3351314902225218,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-10,832,0.19790714071753207,633.0,1.3143759873617693,NORMAL
Andhra Pradesh,Parvathipuram Manyam,2025-11,1318,0.2005375448923836,614.6666666666666,2.144251626898048,HIGH_SPIKE
Andhra Pradesh,Parvathipuram Manyam,2025-12,1596,0.15852617615237558,822.3333333333334,1.9408188082691527,HIGH_SPIKE
Andhra Pradesh,Prakasam,2025-03,21007,0.0724307972409727,21007.0,1.0,NORMAL
Andhra Pradesh,Prakasam,2025-05,1884,0.12048861300463196,11445.5,0.16460617710017036,NORMAL
Andhra Pradesh,Prakasam,2025-06,2402,0.15044424022935815,8431.0,0.2849009607401257,NORMAL
